path1,path2,label
id10292/70000127364b805136f6f8a320f2999a.flac,id10292/06877a15e82ca5f2d8f9e54e531fe836.flac,1
id10292/70000127364b805136f6f8a320f2999a.flac,id10276/c19d7a7df2989262e4269d86570f788e.flac,0
id10292/70000127364b805136f6f8a320f2999a.flac,id10292/f6597c8ae8ca4835fb709cf7ee4a32e1.flac,1
id10292/70000127364b805136f6f8a320f2999a.flac,id10292/e80927a6d0c58314da1b4a749d81d11a.flac,1
id10292/70000127364b805136f6f8a320f2999a.flac,id10282/214b32edc8d351909f2a4733f505cf7c.flac,0
id10292/70000127364b805136f6f8a320f2999a.flac,id10292/dfba48bdfc71136550d1ef4042d1720d.flac,1
id10292/70000127364b805136f6f8a320f2999a.flac,id10274/8acb43bb5846e3d2608ae7b86fc2f09f.flac,0
id10292/1a17b19ff03b461590bce91ad8b46573.flac,id10292/f6597c8ae8ca4835fb709cf7ee4a32e1.flac,1
id10292/1a17b19ff03b461590bce91ad8b46573.flac,id10292/1db7260aef4e6c5f4c093775a78c7b06.flac,1
id10292/1a17b19ff03b461590bce91ad8b46573.flac,id10287/71e3278ff856f9dc00d1dcffe15566a3.flac,0
id10292/1a17b19ff03b461590bce91ad8b46573.flac,id10292/0a5e032e22419ff79bad2ee4d0e99433.flac,1
id10292/1a17b19ff03b461590bce91ad8b46573.flac,id10294/17d1f3b9443af23281f20f64bfdc662c.flac,0
id10292/1a17b19ff03b461590bce91ad8b46573.flac,id10292/5fa8a1ccff20ebefba7dace7b9aafe3f.flac,1
id10292/1a17b19ff03b461590bce91ad8b46573.flac,id10298/6517139e0e33ad31c48920e852ae8585.flac,0
id10292/953c872993da773a5f4322e11b680f81.flac,id10292/fb9b8e0c227993c694ab89e235e316e7.flac,1
id10292/953c872993da773a5f4322e11b680f81.flac,id10302/f5858015afa74958e828712322aabd0e.flac,0
id10292/953c872993da773a5f4322e11b680f81.flac,id10292/2b5a121821cf37a268116bc5cd100618.flac,1
id10292/953c872993da773a5f4322e11b680f81.flac,id10296/b63e62f873a4717224b7dc12d6c293c0.flac,0
id10292/953c872993da773a5f4322e11b680f81.flac,id10292/730240ae079569c258de045d3887099c.flac,1
id10292/953c872993da773a5f4322e11b680f81.flac,id10285/dc95162fb5750843fc5d91857a49aca8.flac,0
id10292/953c872993da773a5f4322e11b680f81.flac,id10292/63bed4b084cb4439ee304cea5ac71fc0.flac,1
id10292/953c872993da773a5f4322e11b680f81.flac,id10293/7725636215a25ac9e09f681884b055cf.flac,0
id10292/2b1b027e8b723b51e49cacae1a086a6f.flac,id10292/3970d6cadd0df0b82b188a925a30f50e.flac,1
id10292/2b1b027e8b723b51e49cacae1a086a6f.flac,id10276/93aeb1fee9e3061a74dbada68c04d683.flac,0
id10292/2b1b027e8b723b51e49cacae1a086a6f.flac,id10292/3786c10935e097de127573968c59b694.flac,1
id10292/2b1b027e8b723b51e49cacae1a086a6f.flac,id10292/1db7260aef4e6c5f4c093775a78c7b06.flac,1
id10292/2b1b027e8b723b51e49cacae1a086a6f.flac,id10306/ad4cac5056b766e48970f55ccb86e2d8.flac,0
id10292/2b1b027e8b723b51e49cacae1a086a6f.flac,id10292/2d668cb898bfadd8149a34611a39ce78.flac,1
id10292/2b1b027e8b723b51e49cacae1a086a6f.flac,id10273/864c7552480697e484efa2d12204b442.flac,0
id10292/069dcf67a513a227af6ddfa62c22fc1f.flac,id10292/16cc3b2548290b3be6a59b9cb45b75d5.flac,1
id10292/069dcf67a513a227af6ddfa62c22fc1f.flac,id10284/b6c1b8cd151025a7d835cc42ef380b9c.flac,0
id10292/069dcf67a513a227af6ddfa62c22fc1f.flac,id10292/e1ac1f850a6d5e308815d7473d37530a.flac,1
id10292/069dcf67a513a227af6ddfa62c22fc1f.flac,id10271/c4b2331ff9361c42be27fcb86b37d60a.flac,0
id10292/069dcf67a513a227af6ddfa62c22fc1f.flac,id10292/3648abc0d94af2acf9981afc5c5c4cef.flac,1
id10292/069dcf67a513a227af6ddfa62c22fc1f.flac,id10292/608b845321d37bb4fbffc8c9caa95e87.flac,1
id10292/069dcf67a513a227af6ddfa62c22fc1f.flac,id10291/aa99c4e1201376daa407df4ed6c395cc.flac,0
id10292/b20e9116fa8d161eeab800c04e12d48f.flac,id10292/699a2b6b906012e0e2097fdcc5a5fff0.flac,1
id10292/b20e9116fa8d161eeab800c04e12d48f.flac,id10293/e0bfc1212d96a4e91b7e5aa26052c765.flac,0
id10292/b20e9116fa8d161eeab800c04e12d48f.flac,id10292/39506eab4385c739ddf3fa2559a0968b.flac,1
id10292/b20e9116fa8d161eeab800c04e12d48f.flac,id10292/394c56d3356121800df1f060faa509cb.flac,1
id10292/b20e9116fa8d161eeab800c04e12d48f.flac,id10290/997b8f43d45a72dd8912063718c3aa5e.flac,0
id10292/b20e9116fa8d161eeab800c04e12d48f.flac,id10292/730240ae079569c258de045d3887099c.flac,1
id10292/b20e9116fa8d161eeab800c04e12d48f.flac,id10277/f9c1c9a46f69b8729e4cb8f96ee45064.flac,0
id10292/8f97b8c4f009b7f920aa10c7f55f41b5.flac,id10292/4165fb24705641a6d7619218ad75276e.flac,1
id10292/8f97b8c4f009b7f920aa10c7f55f41b5.flac,id10289/dce789bbc2d13074231a35c545bd885d.flac,0
id10292/8f97b8c4f009b7f920aa10c7f55f41b5.flac,id10292/7b4904aa1d28ac7deab5a1cf51e30cd6.flac,1
id10292/8f97b8c4f009b7f920aa10c7f55f41b5.flac,id10292/8f7f93ca7ac3d513f642e4a86dae7d4d.flac,1
id10292/8f97b8c4f009b7f920aa10c7f55f41b5.flac,id10289/03d9c9eb1eec542e02779b8875fb691f.flac,0
id10292/8f97b8c4f009b7f920aa10c7f55f41b5.flac,id10292/7977ce0afbec14a76009ddabf4634eda.flac,1
id10292/8f97b8c4f009b7f920aa10c7f55f41b5.flac,id10296/887e9e8beafbc04c4fb67c540de2c4be.flac,0
id10292/8f34ee50183fe9adf8794e2b4cba0048.flac,id10292/b8de9c2035261593a87d62f8f7d42efe.flac,1
id10292/8f34ee50183fe9adf8794e2b4cba0048.flac,id10293/cd10c2e866f9a935108cdb4609f57161.flac,0
id10292/8f34ee50183fe9adf8794e2b4cba0048.flac,id10292/412306b5cf01628b089e8baeeaa04545.flac,1
id10292/8f34ee50183fe9adf8794e2b4cba0048.flac,id10299/22d37ca20c66e541e88c825b5a37b6b8.flac,0
id10292/8f34ee50183fe9adf8794e2b4cba0048.flac,id10292/9c17cc7b789766439da21c60e04fb1ad.flac,1
id10292/8f34ee50183fe9adf8794e2b4cba0048.flac,id10292/0c0adaa6d1c72e2ff88da413c8e5a2d3.flac,1
id10292/8f34ee50183fe9adf8794e2b4cba0048.flac,id10273/be8ddccfeca608284bef9d3c5fb3843f.flac,0
id10292/3fea67487437e5837fe47c8f5dae000f.flac,id10292/8014317eec3b1f10a6651738fa4353bc.flac,1
id10292/3fea67487437e5837fe47c8f5dae000f.flac,id10300/4a4b2bd3461271e0c0e294c308557900.flac,0
id10292/3fea67487437e5837fe47c8f5dae000f.flac,id10292/00dd4bea9d72f8b736dd9bcb0e304ca4.flac,1
id10292/3fea67487437e5837fe47c8f5dae000f.flac,id10273/2c3dde356ea9efefcaa364d8d55a17e3.flac,0
id10292/3fea67487437e5837fe47c8f5dae000f.flac,id10292/94285c5e7819e34ba1deae9ded254885.flac,1
id10292/3fea67487437e5837fe47c8f5dae000f.flac,id10279/0024c6ea420472c0f29b3cbef562a2fe.flac,0
id10292/3fea67487437e5837fe47c8f5dae000f.flac,id10292/6046061fa6ae838858b791c3c550b4cd.flac,1
id10292/3fea67487437e5837fe47c8f5dae000f.flac,id10281/4001fa7131fb5e4624a0445f97f5e61f.flac,0
id10292/adae193fce8de2f74ee3a9366785e131.flac,id10292/805015d9f7e1a5bf462f12b7952c19c0.flac,1
id10292/adae193fce8de2f74ee3a9366785e131.flac,id10284/1535ac0135bee5c7dc138df8325d11e3.flac,0
id10292/adae193fce8de2f74ee3a9366785e131.flac,id10292/cbf9bfe42a4594c760121f6b96128faa.flac,1
id10292/adae193fce8de2f74ee3a9366785e131.flac,id10305/417bf9ddfcfd6079c83d88c67f616bcb.flac,0
id10292/adae193fce8de2f74ee3a9366785e131.flac,id10292/9184b93b4fd452ce2286070a63c45811.flac,1
id10292/adae193fce8de2f74ee3a9366785e131.flac,id10305/c74185d4573b3fc8aefbfe6e1008574c.flac,0
id10292/adae193fce8de2f74ee3a9366785e131.flac,id10292/e7dea1d223501824474e74f6b0a8d64e.flac,1
id10292/b40dea9871f5e25d095b82c0d88ffeaa.flac,id10292/9c17cc7b789766439da21c60e04fb1ad.flac,1
id10292/b40dea9871f5e25d095b82c0d88ffeaa.flac,id10278/15af0cfbd7439cfae79af6967a42d095.flac,0
id10292/b40dea9871f5e25d095b82c0d88ffeaa.flac,id10292/699a2b6b906012e0e2097fdcc5a5fff0.flac,1
id10292/b40dea9871f5e25d095b82c0d88ffeaa.flac,id10306/a834bed39cd82bc4df15cdff50ac8d7c.flac,0
id10292/b40dea9871f5e25d095b82c0d88ffeaa.flac,id10292/6bd0790f3ae95f560fb66db742bead4d.flac,1
id10292/b40dea9871f5e25d095b82c0d88ffeaa.flac,id10286/4db93b2bee6253a15167d9156ffb4730.flac,0
id10292/b40dea9871f5e25d095b82c0d88ffeaa.flac,id10292/dec66641a6e77d56cae5a7f52602fcb4.flac,1
id10292/b40dea9871f5e25d095b82c0d88ffeaa.flac,id10299/d37aad197f9c26652d089d36010d7118.flac,0
id10292/42918010cec02dba8cc478c2553ebb7b.flac,id10292/069dcf67a513a227af6ddfa62c22fc1f.flac,1
id10292/42918010cec02dba8cc478c2553ebb7b.flac,id10290/13ea43a18cd6de9c146aa7415406e9dd.flac,0
id10292/42918010cec02dba8cc478c2553ebb7b.flac,id10292/b822f08e52f0b89f143f6d4161238e48.flac,1
id10292/42918010cec02dba8cc478c2553ebb7b.flac,id10285/e5f7435a54911100cd7e03e559690235.flac,0
id10292/42918010cec02dba8cc478c2553ebb7b.flac,id10292/4f17db498764d9924250b43895b8c1cf.flac,1
id10292/42918010cec02dba8cc478c2553ebb7b.flac,id10293/7aa7010e9a25ee28aa9fb951b5bd378c.flac,0
id10292/42918010cec02dba8cc478c2553ebb7b.flac,id10292/f6f2077b1bb6d9bc8be78ce1593887c8.flac,1
id10292/42918010cec02dba8cc478c2553ebb7b.flac,id10278/062020abf802fb0d6625309b0cfe3cd3.flac,0
id10292/5cf85594032a89b680db93edef759eed.flac,id10292/198845e73d351688c4b0fc429e64be3d.flac,1
id10292/5cf85594032a89b680db93edef759eed.flac,id10288/60a580e32bed30eba0075148911a7503.flac,0
id10292/5cf85594032a89b680db93edef759eed.flac,id10292/699a2b6b906012e0e2097fdcc5a5fff0.flac,1
id10292/5cf85594032a89b680db93edef759eed.flac,id10277/21dbbb954c360ea60383991d83012d25.flac,0
id10292/5cf85594032a89b680db93edef759eed.flac,id10292/eedf8bc34894276278326f0eb24f7290.flac,1
id10292/5cf85594032a89b680db93edef759eed.flac,id10292/e37fc9df6a2dd1e5e97e76f2b3d504f0.flac,1
id10292/5cf85594032a89b680db93edef759eed.flac,id10273/0a332544338dfce7504a74fa3af570eb.flac,0
id10292/a427e901ff3f11e5ff12a524aa362650.flac,id10292/e715a2f02ba993f1bdc64c092f5644b2.flac,1
id10292/a427e901ff3f11e5ff12a524aa362650.flac,id10297/43a414b292f1da25f28e0642b0d50c16.flac,0
id10292/a427e901ff3f11e5ff12a524aa362650.flac,id10292/870bd5da6a3f77bd53194af98bd02e33.flac,1
id10292/a427e901ff3f11e5ff12a524aa362650.flac,id10309/5d44f30fb0a4b2c0c2fdefd5f1af994f.flac,0
id10292/a427e901ff3f11e5ff12a524aa362650.flac,id10292/6894b2b3f6d7dedd06a9ca95f610cbde.flac,1
id10292/a427e901ff3f11e5ff12a524aa362650.flac,id10280/fcd75348d9cea88514490f7c4a74a124.flac,0
id10292/a427e901ff3f11e5ff12a524aa362650.flac,id10292/5d334640836d09376bdf69f0b1e39d7e.flac,1
id10292/a427e901ff3f11e5ff12a524aa362650.flac,id10287/7e155f0b36f82cd575882079108e1397.flac,0
id10292/f9a490017e56806aff11a66cf567835b.flac,id10292/ea79bdae9e6f2c90e0328f54fdde6a4d.flac,1
id10292/f9a490017e56806aff11a66cf567835b.flac,id10299/a1751dec8b265d057da85656856b3020.flac,0
id10292/f9a490017e56806aff11a66cf567835b.flac,id10292/1c06293ddc8d0c94d65379fac8eca041.flac,1
id10292/f9a490017e56806aff11a66cf567835b.flac,id10304/480cd9c45e2f3196ce7c7cfc758f3698.flac,0
id10292/f9a490017e56806aff11a66cf567835b.flac,id10292/34ce588c74f405060aaca080a45322a8.flac,1
id10292/f9a490017e56806aff11a66cf567835b.flac,id10277/c7fca7282ce1f77db3de9d40060895b3.flac,0
id10292/f9a490017e56806aff11a66cf567835b.flac,id10292/22400768789684dba34ced11b07d0c1d.flac,1
id10292/f9a490017e56806aff11a66cf567835b.flac,id10278/54539e13a3e9128147356c03252b9c81.flac,0
id10292/1c06293ddc8d0c94d65379fac8eca041.flac,id10292/8d5309afabf1f7a743873f07287db79c.flac,1
id10292/1c06293ddc8d0c94d65379fac8eca041.flac,id10292/8a290751c87646aee63be9a0afa41fe0.flac,1
id10292/1c06293ddc8d0c94d65379fac8eca041.flac,id10296/1eac520cf69aa9a3ee737704dc4b192a.flac,0
id10292/1c06293ddc8d0c94d65379fac8eca041.flac,id10292/953c872993da773a5f4322e11b680f81.flac,1
id10292/1c06293ddc8d0c94d65379fac8eca041.flac,id10306/6dce9b684b2ec3e350bcbfc421eebb40.flac,0
id10292/1c06293ddc8d0c94d65379fac8eca041.flac,id10292/5f787f221be917b99a45ad14ec84ae17.flac,1
id10292/1c06293ddc8d0c94d65379fac8eca041.flac,id10286/b1729a888276fc270ada378a192eb96a.flac,0
id10292/dbd9cf2db2ca8382b7ee974cc57754cb.flac,id10292/19bdf738fa03fbe3e1fe48ff49e4577e.flac,1
id10292/dbd9cf2db2ca8382b7ee974cc57754cb.flac,id10290/a539f2747d4df868012c63ab2c536de8.flac,0
id10292/dbd9cf2db2ca8382b7ee974cc57754cb.flac,id10292/361a80d25b1e93dd6b2decc4ebe80e35.flac,1
id10292/dbd9cf2db2ca8382b7ee974cc57754cb.flac,id10293/272e0265b04f64bdf923268dcc7277c6.flac,0
id10292/dbd9cf2db2ca8382b7ee974cc57754cb.flac,id10292/da5b97a37b3bdea200911fc48937c5cd.flac,1
id10292/dbd9cf2db2ca8382b7ee974cc57754cb.flac,id10276/5c3f5b9c97e1fd5e173222e4b935ba3c.flac,0
id10292/dbd9cf2db2ca8382b7ee974cc57754cb.flac,id10292/5422056bc0d51b20a131bc3bb6f22caa.flac,1
id10292/dbd9cf2db2ca8382b7ee974cc57754cb.flac,id10302/af238228f92f30eb4b72a9ae210be6a1.flac,0
id10292/394c56d3356121800df1f060faa509cb.flac,id10292/7b260b7cbf09ecfc939e51e8e9dd7348.flac,1
id10292/394c56d3356121800df1f060faa509cb.flac,id10292/049c09557becf40949ae8eaa1e1d9d4b.flac,1
id10292/394c56d3356121800df1f060faa509cb.flac,id10282/8fae0fb087c8da6bb884c8178d3337a4.flac,0
id10292/394c56d3356121800df1f060faa509cb.flac,id10292/5b09b0ccfd21af4be24f95b8510a7972.flac,1
id10292/394c56d3356121800df1f060faa509cb.flac,id10293/49a206aebad3eea16256fc9339410e98.flac,0
id10292/394c56d3356121800df1f060faa509cb.flac,id10292/e7076ca39e76ae813fd29a18debecb2d.flac,1
id10292/394c56d3356121800df1f060faa509cb.flac,id10278/ca956745ef1e3d84dcc8714d07ffdff5.flac,0
id10292/e7076ca39e76ae813fd29a18debecb2d.flac,id10292/f4a294063903dd32779be7e35bb80321.flac,1
id10292/e7076ca39e76ae813fd29a18debecb2d.flac,id10296/55e2b9bd0fb73e32cef18069e58ca71a.flac,0
id10292/e7076ca39e76ae813fd29a18debecb2d.flac,id10292/361a80d25b1e93dd6b2decc4ebe80e35.flac,1
id10292/e7076ca39e76ae813fd29a18debecb2d.flac,id10275/602756432ea4f7c54315f35e42f4fc7b.flac,0
id10292/e7076ca39e76ae813fd29a18debecb2d.flac,id10292/e7dea1d223501824474e74f6b0a8d64e.flac,1
id10292/e7076ca39e76ae813fd29a18debecb2d.flac,id10298/b56b61f006a615812745ecc074f9b8b7.flac,0
id10292/e7076ca39e76ae813fd29a18debecb2d.flac,id10292/71bdce55d61827f465ea058238e77b1a.flac,1
id10292/da9382f27319050018f424f207c6e480.flac,id10292/fbcb3fa3e062cc10a2b6fa56f6dd4c97.flac,1
id10292/da9382f27319050018f424f207c6e480.flac,id10296/5ee2537f692a1e714bc52c38e0115ce3.flac,0
id10292/da9382f27319050018f424f207c6e480.flac,id10292/5cf85594032a89b680db93edef759eed.flac,1
id10292/da9382f27319050018f424f207c6e480.flac,id10273/53f43e0be23cfe1d0b2d8917d50a6156.flac,0
id10292/da9382f27319050018f424f207c6e480.flac,id10292/817b1b45e05a7119ba307a61db9387ad.flac,1
id10292/da9382f27319050018f424f207c6e480.flac,id10308/93d9600f0a12d6d0135a990f5096fece.flac,0
id10292/da9382f27319050018f424f207c6e480.flac,id10307/fb4fd0001998e6e63d55f3a3f6c0e1e3.flac,0
id10292/c40939d2bda33d77c6906299a94529bc.flac,id10292/bfb02934b2753b411b2f9e9b47d77e40.flac,1
id10292/c40939d2bda33d77c6906299a94529bc.flac,id10275/27b70cbc5e5af609c437fd470fb00015.flac,0
id10292/c40939d2bda33d77c6906299a94529bc.flac,id10292/4354a9504fc395d750d334b2df5da5d2.flac,1
id10292/c40939d2bda33d77c6906299a94529bc.flac,id10273/606e67754f9bac16f9ea1b0911da9614.flac,0
id10292/c40939d2bda33d77c6906299a94529bc.flac,id10292/42583426056b93492719f09fab2a927b.flac,1
id10292/c40939d2bda33d77c6906299a94529bc.flac,id10276/32665680a09fec66589933923394bfdb.flac,0
id10292/c40939d2bda33d77c6906299a94529bc.flac,id10292/8022c00cfec9da8535d48f91b7208ee7.flac,1
id10292/c40939d2bda33d77c6906299a94529bc.flac,id10304/294c3238b3aae20f62810617c9d42956.flac,0
id10292/236797350c1262c266f29797706a2725.flac,id10292/218dc953c6e12e8573a8c9547b42a83d.flac,1
id10292/236797350c1262c266f29797706a2725.flac,id10283/ad89997ab3de294151d67400778c94be.flac,0
id10292/236797350c1262c266f29797706a2725.flac,id10292/8014317eec3b1f10a6651738fa4353bc.flac,1
id10292/236797350c1262c266f29797706a2725.flac,id10292/811d05d0d73c34a47b02be1d2458c1be.flac,1
id10292/236797350c1262c266f29797706a2725.flac,id10276/aba331efe11af049be9d4be5035af080.flac,0
id10292/236797350c1262c266f29797706a2725.flac,id10292/5422056bc0d51b20a131bc3bb6f22caa.flac,1
id10292/236797350c1262c266f29797706a2725.flac,id10298/ff939afac4145821f1432cfacd985047.flac,0
id10292/26679dde48a264ee225f557d952ac3eb.flac,id10309/b73fc2f98070a6aee2df5fd9ca97dcab.flac,0
id10292/26679dde48a264ee225f557d952ac3eb.flac,id10292/22659d53ad282f0837d87796283519b1.flac,1
id10292/26679dde48a264ee225f557d952ac3eb.flac,id10289/dce789bbc2d13074231a35c545bd885d.flac,0
id10292/26679dde48a264ee225f557d952ac3eb.flac,id10292/63bed4b084cb4439ee304cea5ac71fc0.flac,1
id10292/26679dde48a264ee225f557d952ac3eb.flac,id10304/9e9a7b8f97ebd5b2f5211bd2140662e2.flac,0
id10292/26679dde48a264ee225f557d952ac3eb.flac,id10292/19c8f7abfa9e2007bdb3a370f0e97619.flac,1
id10292/26679dde48a264ee225f557d952ac3eb.flac,id10285/b49498698cd0407eaa4fbced8345f0e0.flac,0
id10292/55a631dd557a5c0c009fbaee597d50a6.flac,id10292/4cc043ad3054291e5060d31a6978477b.flac,1
id10292/55a631dd557a5c0c009fbaee597d50a6.flac,id10308/682a30fd9afa7b7e4520b7419b1879b7.flac,0
id10292/55a631dd557a5c0c009fbaee597d50a6.flac,id10292/f9a490017e56806aff11a66cf567835b.flac,1
id10292/55a631dd557a5c0c009fbaee597d50a6.flac,id10281/a63ccc343449bc4a8de565341988baf9.flac,0
id10292/55a631dd557a5c0c009fbaee597d50a6.flac,id10292/236797350c1262c266f29797706a2725.flac,1
id10292/55a631dd557a5c0c009fbaee597d50a6.flac,id10308/de2c837e296cae910603a7da606b41a4.flac,0
id10292/55a631dd557a5c0c009fbaee597d50a6.flac,id10292/3970d6cadd0df0b82b188a925a30f50e.flac,1
id10292/55a631dd557a5c0c009fbaee597d50a6.flac,id10283/cd06db6a5f3bb57c5468d2b1b62989d5.flac,0
id10292/0677b6967afe2b5036fe7ea978903291.flac,id10292/c9fc02c81b0ea2126b36143645010141.flac,1
id10292/0677b6967afe2b5036fe7ea978903291.flac,id10309/87cce8eb6ecfa33fc07673807b3ee360.flac,0
id10292/0677b6967afe2b5036fe7ea978903291.flac,id10292/2c4068918a5f201e12108c6381502b12.flac,1
id10292/0677b6967afe2b5036fe7ea978903291.flac,id10289/c79f9d38f2264a3a848aab14ed677347.flac,0
id10292/0677b6967afe2b5036fe7ea978903291.flac,id10292/24d4aff278a92a4e303c4aeca282350d.flac,1
id10292/0677b6967afe2b5036fe7ea978903291.flac,id10303/a809b8fdfd28d3cb884c374b2e680773.flac,0
